Listing_ID,Title,Price,URL,Модел,Цена,Състояние,Тип,Произведено,Тип двигател,Мощност[к.с.],Скоростна кутия,Цвят,Пробег,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,
20446228,Audi Q5 * Komfort| Clean Carfax| 1 Owner| Low KM| Pano Roo,"46 200 лв. - 23 621,68 €Цената е с включено ДДС",https://www.auto.bg/obiava/20446228/audi-q5-komfort-clean-carfax-1-owner-low-km-pano-roo,Audi Q5,46 200 лв.,Употребяван,Джип,януари 2021 г.,Audi Q5 Бензин,261 к.с,Автоматична,,80110 км,,,,,,,,,,,,,,,
25507640,Nissan Micra 1.2 gaz,"8 600 лв. - 4 397,11 €Не се начислява ДДС",https://www.auto.bg/obiava/25507640/nissan-micra-1-2-gaz,Nissan Micra,8 600 лв.,Употребяван,Хечбек,юли 2017 г.,Nissan Micra Бензин,80 к.с,Ръчна,Черен,120000 км,,,,,,,,,,,,,,,
12632682,Audi A4 * Progressiv| Clean Carfax| Sunroof| Navi| Carplay,"44 050 лв. - 22 522,41 €Цената е с включено ДДС",https://www.auto.bg/obiava/12632682/audi-a4-progressiv-clean-carfax-sunroof-navi-carplay,Audi A4,44 050 лв.,Употребяван,Седан,януари 2018 г.,Audi A4 Бензин,252 к.с,Автоматична,,22723 км,,,,,,,,,,,,,,,
33312906,Mercedes-Benz CLA 200 CLA AMG SPORT,"57 000 лв. - 29 143,64 €Не се начислява ДДС",https://www.auto.bg/obiava/33312906/mercedes-benz-cla-200-cla-amg-sport,Mercedes-Benz CLA 200,57 000 лв.,Употребяван,Седан,май 2021 г.,Mercedes-Benz CLA 200 Дизел,150 к.с,Автоматична,Бял,145000 км,,,,,,,,,,,,,,,
14872907,BMW 130 3.0i M-paket. 265к.с,"15 990 лв. - 8 175,56 €Цената е с включено ДДС",https://www.auto.bg/obiava/14872907/bmw-130-3-0i-m-paket-265k-s,BMW 130,15 990 лв.,Употребяван,Хечбек,май 2006 г.,BMW 130 Бензин,265 к.с,Ръчна,Светло сив,210000 км,,,,,,,,,,,,,,,
54800379,Opel Insignia 1.8,"6 699 лв. - 3 425,14 €Не се начислява ДДС",https://www.auto.bg/obiava/54800379/opel-insignia-1-8,Opel Insignia,6 699 лв.,Употребяван,Седан,август 2012 г.,Opel Insignia Бензин,140 к.с,Ръчна,Сив,202000 км,,,,,,,,,,,,,,,
37526148,BMW X5 Xdrive35i,"21 700 лв. - 11 095,03 €Не се начислява ДДС",https://www.auto.bg/obiava/37526148/bmw-x5-xdrive35i,BMW X5,21 700 лв.,Употребяван,Джип,март 2013 г.,BMW X5 Бензин,306 к.с,Автоматична,Tъмно син,216000 км,,,,,,,,,,,,,,,
24972992,BMW 330 330CI,"16 000 лв. - 8 180,67 €Не се начислява ДДС",https://www.auto.bg/obiava/24972992/bmw-330-330ci,BMW 330,16 000 лв.,Употребяван,Купе,октомври 2005 г.,BMW 330 Бензин,231 к.с,Ръчна,Черен,195000 км,,,,,,,,,,,,,,,
57669003,Hyundai Kona EV 39.2kWh FACELIFT,"35 990 лв. - 18 401,39 €Не се начислява ДДС",https://www.auto.bg/obiava/57669003/hyundai-kona-ev-39-2kwh-facelift,Hyundai Kona,35 990 лв.,Употребяван,Хечбек,юни 2022 г.,Hyundai Kona Електрически,136 к.с,Автоматична,Черен,36500 км,,,,,,,,,,,,,,,
53146211,BMW 428 !!!90.000km !!! HARDTOP CABRIO,"32 000 лв. - 16 361,34 €Цената е с включено ДДС",https://www.auto.bg/obiava/53146211/bmw-428-90-000km-hardtop-cabrio,BMW 428,32 000 лв.,Употребяван,Кабрио,януари 2016 г.,BMW 428 Бензин,249 к.с,Автоматична,Черен,90000 км,,,,,,,,,,,,,,,
41685558,Suzuki Grand vitara 1.6 4x4,"8 200 лв. - 4 192,59 €Не се начислява ДДС",https://www.auto.bg/obiava/41685558/suzuki-grand-vitara-1-6-4x4,Suzuki Grand vitara,8 200 лв.,Употребяван,Джип,декември 2006 г.,Suzuki Grand vitara Бензин,106 к.с,Ръчна,Черен,245000 км,,,,,,,,,,,,,,,
74463118,Audi S3 S3 quattro,"11 000 лв. - 5 624,21 €Не се начислява ДДС",https://www.auto.bg/obiava/74463118/audi-s3-s3-quattro,,,,,,,,,,,,,,,,,,,,,,,,,
36101502,Gmc Yukon GMC YUKON XL,"16 789 лв. - 8 584,08 €Не се начислява ДДС",https://www.auto.bg/obiava/36101502/gmc-yukon-gmc-yukon-xl,Gmc Yukon,16 789 лв.,Употребяван,Джип,юли 2006 г.,Gmc Yukon Бензин,350 к.с,Автоматична,Черен,250000 км,,,,,,,,,,,,,,,
86494352,BMW X5 xDrive30d M-pack H* K* Camera* Подгрев* Lift,"93 500 лв. - 47 805,79 €Не се начислява ДДС",https://www.auto.bg/obiava/86494352/bmw-x5-xdrive30d-m-pack-h-k-camera-podgrev-lift,,,,,,,,,,,,,,,,,,,,,,,,,
12792071,Mercedes-Benz GLE 400 d 4Matic AMG* 360* Vent* Burmester* Pano,"115 800 лв. - 59 207,60 €Не се начислява ДДС",https://www.auto.bg/obiava/12792071/mercedes-benz-gle-400-d-4matic-amg-360-vent-burmester-pano,,,,,,,,,,,,,,,,,,,,,,,,,
71624286,Audi Q5 190кс* VIRTUAL* S-LINE* СЕРВИЗНА КНИЖКА С ПЪЛНА ИС,"49 900 лв. - 25 513,46 €Не се начислява ДДС",https://www.auto.bg/obiava/71624286/audi-q5-190ks-virtual-s-line-servizna-knizhka-s-palna-is,,,,,,,,,,,,,,,,,,,,,,,,,
64236281,Hyundai Tucson * Luxury AWD| Clean Carfax| Pano Roof| Navi|,"30 350 лв. - 15 517,71 €Цената е с включено ДДС",https://www.auto.bg/obiava/64236281/hyundai-tucson-luxury-awd-clean-carfax-pano-roof-navi,Hyundai Tucson,30 350 лв.,Употребяван,Джип,януари 2018 г.,Hyundai Tucson Бензин,164 к.с,Автоматична,,126353 км,,,,,,,,,,,,,,,
97789352,BMW 430 * Gran Coupe| HARMAN KARDON * CARFAX,"39 100 лв. - 19 991,51 €Цената е с включено ДДС",https://www.auto.bg/obiava/97789352/bmw-430-gran-coupe-harman-kardon-carfax,BMW 430,39 100 лв.,Употребяван,Седан,януари 2018 г.,BMW 430 Бензин,248 к.с,Автоматична,,63389 км,,,,,,,,,,,,,,,
76128616,VW Passat 2.8i 4motion,"6 000 лв. - 3 067,75 €Не се начислява ДДС",https://www.auto.bg/obiava/76128616/vw-passat-2-8i-4motion,VW Passat,6 000 лв.,Употребяван,Седан,декември 2002 г.,VW Passat Бензин,193 к.с,Ръчна,Черен,321000 км,,,,,,,,,,,,,,,
34544021,Volvo S60 Газ/бензин,"3 900 лв. - 1 994,04 €Не се начислява ДДС",https://www.auto.bg/obiava/34544021/volvo-s60-gaz-benzin,Volvo S60,3 900 лв.,Употребяван,Седан,април 2002 г.,Volvo S60 Бензин,140 к.с,Ръчна,Черен,394000 км,,,,,,,,,,,,,,,
95612983,Kia Niro Elektric 64kw,"52 999 лв. - 27 097,96 €Не се начислява ДДС",https://www.auto.bg/obiava/95612983/kia-niro-elektric-64kw,Kia Niro,52 999 лв.,Употребяван,Хечбек,декември 2022 г.,Kia Niro Електрически,204 к.с,Автоматична,Сив,33900 км,,,,,,,,,,,,,,,
93980542,Mercedes-Benz S 500 L+ 4MATIC+ Panorama+ Soft,"51 400 лв. - 26 280,40 €Не се начислява ДДС",https://www.auto.bg/obiava/93980542/mercedes-benz-s-500-l-4matic-panorama-soft,Mercedes-Benz S 500,51 400 лв.,Употребяван,Седан,септември 2016 г.,Mercedes-Benz S 500 Бензин,455 к.с,Автоматична,Черен,212000 км,,,,,,,,,,,,,,,
74451620,Audi A4 газ/бензин,"4 200 лв. - 2 147,43 €Не се начислява ДДС",https://www.auto.bg/obiava/74451620/audi-a4-gaz-benzin,Audi A4,4 200 лв.,Употребяван,Седан,март 1999 г.,Audi A4 Бензин,165 к.с,Автоматична,Черен,283000 км,,,,,,,,,,,,,,,
62810743,Suzuki SX4 Газ/бензин 4х4,"10 000 лв. - 5 112,92 €Не се начислява ДДС",https://www.auto.bg/obiava/62810743/suzuki-sx4-gaz-benzin-4h4,Suzuki SX4,10 000 лв.,Употребяван,Джип,октомври 2009 г.,Suzuki SX4 Бензин,120 к.с,Ръчна,Бял,243514 км,,,,,,,,,,,,,,,
55163746,Mercedes-Benz SL Катализатор 5G Bose Ел.Пакет Подгрев Памет Hardtop,"30 999 лв. - 15 849,54 €Не се начислява ДДС",https://www.auto.bg/obiava/55163746/mercedes-benz-sl-katalizator-5g-bose-el-paket-podgrev-pamet-hardtop,Mercedes-Benz SL,30 999 лв.,Употребяван,Кабрио,август 1995 г.,Mercedes-Benz SL Бензин,231 к.с,Автоматична,Червен,110775 км,,,,,,,,,,,,,,,
91043597,Skoda Octavia 1.9ТDI 105HP 4x4 TOP,"8 300 лв. - 4 243,72 €Не се начислява ДДС",https://www.auto.bg/obiava/91043597/skoda-octavia-1-9tdi-105hp-4x4-top,Skoda Octavia,8 300 лв.,Употребяван,Комби,август 2009 г.,Skoda Octavia Дизел,105 к.с,Ръчна,Сив,240018 км,,,,,,,,,,,,,,,
24588157,VW Touran 1.9TDI/105hp/BKC,"5 700 лв. - 2 914,36 €Не се начислява ДДС",https://www.auto.bg/obiava/24588157/vw-touran-1-9tdi-105hp-bkc,VW Touran,5 700 лв.,Употребяван,Ван,февруари 2006 г.,VW Touran Дизел,105 к.с,Ръчна,Сив,218117 км,,,,,,,,,,,,,,,
33482156,BMW X3 2.0  184к.с,"23 333 лв. - 11 929,97 €Цената е с включено ДДС",https://www.auto.bg/obiava/33482156/bmw-x3-2-0-184k-s,BMW X3,23 333 лв.,Употребяван,Джип,август 2012 г.,BMW X3 Дизел,184 к.с,Автоматична,,239000 км,,,,,,,,,,,,,,,
33043525,BMW 325 3.0i-218кс= АВТОМАТ= ГАЗ= 4Х4= DISTR= PANO= KEY= M,"10 900 лв. - 5 573,08 €Не се начислява ДДС",https://www.auto.bg/obiava/33043525/bmw-325-3-0i-218ks-avtomat-gaz-4h4-distr-pano-key-m,BMW 325,10 900 лв.,Употребяван,Комби,септември 2006 г.,BMW 325 Бензин,218 к.с,Автоматична,Черен,199000 км,,,,,,,,,,,,,,,
70645988,Audi A6 2.0TDI/140HP/S-Line,"7 300 лв. - 3 732,43 €Не се начислява ДДС",https://www.auto.bg/obiava/70645988/audi-a6-2-0tdi-140hp-s-line,Audi A6,7 300 лв.,Употребяван,Седан,август 2006 г.,Audi A6 Дизел,140 к.с,Ръчна,Тъмно сив,200025 км,,,,,,,,,,,,,,,
60514849,Audi S4 Quattro,"48 000 лв. - 24 542,01 €Не се начислява ДДС",https://www.auto.bg/obiava/60514849/audi-s4-quattro,Audi S4,48 000 лв.,Употребяван,Седан,май 2018 г.,Audi S4 Бензин,354 к.с,Автоматична,Бял,114000 км,,,,,,,,,,,,,,,
39806072,BMW X3 Activity Vehicle xDrive30i LUXURY LINE,"28 999 лв. - 14 826,95 €Цената е с включено ДДС",https://www.auto.bg/obiava/39806072/bmw-x3-activity-vehicle-xdrive30i-luxury-line,BMW X3,28 999 лв.,Употребяван,Кабрио,юли 2018 г.,BMW X3 Бензин,248 к.с,Автоматична,Бял,167562 км,,,,,,,,,,,,,,,
99391542,Hyundai I40 1.7CRDI 115кс,"9 800 лв. - 5 010,66 €Не се начислява ДДС",https://www.auto.bg/obiava/99391542/hyundai-i40-1-7crdi-115ks,Hyundai I40,9 800 лв.,Употребяван,Комби,юли 2013 г.,Hyundai I40 Дизел,115 к.с,Ръчна,Бял,259000 км,,,,,,,,,,,,,,,
35981336,Volvo Xc70 D5,"45 000 лв. - 23 008,13 €Не се начислява ДДС",https://www.auto.bg/obiava/35981336/volvo-xc70-d5,Volvo Xc70,45 000 лв.,Употребяван,Комби,февруари 2009 г.,Volvo Xc70 Дизел,185 к.с,Автоматична,Кафяв,120000 км,,,,,,,,,,,,,,,
57872734,VW Touareg Face lift 3.0d     262hp  R-line,"40 999 лв. - 20 962,46 €Не се начислява ДДС",https://www.auto.bg/obiava/57872734/vw-touareg-face-lift-3-0d-262hp-r-line,VW Touareg,40 999 лв.,Употребяван,Джип,април 2016 г.,VW Touareg Дизел,262 к.с,Автоматична,Кафяв,198000 км,,,,,,,,,,,,,,,
98603004,Lexus RX 350 * AWD | Executive Pkg | Nav | Panoroof |,"59 400 лв. - 30 370,74 €Цената е с включено ДДС",https://www.auto.bg/obiava/98603004/lexus-rx-350-awd-executive-pkg-nav-panoroof,Lexus RX 350,59 400 лв.,Употребяван,Джип,януари 2020 г.,Lexus RX 350 Бензин,290 к.с,Автоматична,,96936 км,,,,,,,,,,,,,,,
29957705,Lexus ES 350 * Clean Carfax| 1 Owner| Sunroof| Heated&Cooled Se,"39 050 лв. - 19 965,95 €Цената е с включено ДДС",https://www.auto.bg/obiava/29957705/lexus-es-350-clean-carfax-1-owner-sunroof-heated-cooled-se,Lexus ES 350,39 050 лв.,Употребяван,Седан,януари 2016 г.,Lexus ES 350 Бензин,268 к.с,Автоматична,,68625 км,,,,,,,,,,,,,,,
91225330,Peugeot 308 SW GT        Face lift  AET8,"42 000 лв. - 21 474,26 €Не се начислява ДДС",https://www.auto.bg/obiava/91225330/peugeot-308-sw-gt-face-lift-aet8,Peugeot 308,42 000 лв.,Употребяван,Комби,февруари 2024 г.,Peugeot 308 Дизел,131 к.с,Автоматична,Тъмно сив,106000 км,,,,,,,,,,,,,,,
90861539,BMW 320 D xDrive Facelift Heads Up Adaptive LED,"31 900 лв. - 16 310,21 €Не се начислява ДДС",https://www.auto.bg/obiava/90861539/bmw-320-d-xdrive-facelift-heads-up-adaptive-led,BMW 320,31 900 лв.,Употребяван,Седан,януари 2016 г.,BMW 320 Дизел,190 к.с,Автоматична,Тъмно син мет.,145000 км,,,,,,,,,,,,,,,
61300593,Lexus IS 300 * F-SPORT AWD | RED INTERIOR | NAV * CARFAX,"47 250 лв. - 24 158,54 €Цената е с включено ДДС",https://www.auto.bg/obiava/61300593/lexus-is-300-f-sport-awd-red-interior-nav-carfax,Lexus IS 300,47 250 лв.,Употребяван,Седан,януари 2020 г.,Lexus IS 300 Бензин,260 к.с,Автоматична,,130000 км,,,,,,,,,,,,,,,
25619162,Mercedes-Benz A 180 AMG/21г,"40 400 лв. - 20 656,19 €Не се начислява ДДС",https://www.auto.bg/obiava/25619162/mercedes-benz-a-180-amg-21g,Mercedes-Benz A 180,40 400 лв.,Употребяван,Седан,март 2021 г.,Mercedes-Benz A 180 Бензин,136 к.с,Автоматична,Червен,201000 км,,,,,,,,,,,,,,,
41556831,VW Golf Vw Golf 8 2.0Tdi DTS DSG на части,"214 лв. - 109,42 €Цената е с включено ДДС",https://www.auto.bg/obiava/41556831/vw-golf-vw-golf-8-2-0tdi-dts-dsg-na-chasti,VW Golf,178 лв.,Употребяван,Хечбек,декември 2021 г.,VW Golf Дизел,150 к.с,Автоматична,Черен,100000 км,,,,,,,,,,,,,,,
91302302,Mercedes-Benz ML 350 ML350 Бензин272кс НаПРУЖИНИ.,"21 000 лв. - 10 737,13 €Цената е с включено ДДС",https://www.auto.bg/obiava/91302302/mercedes-benz-ml-350-ml350-benzin272ks-napruzhini,Mercedes-Benz ML 350,21 000 лв.,Употребяван,Джип,октомври 2009 г.,Mercedes-Benz ML 350 Бензин,272 к.с,Автоматична,Черен,201000 км,,,,,,,,,,,,,,,
67327300,BMW 530 Sport line/Xdrive,"41 000 лв. - 20 962,97 €Не се начислява ДДС",https://www.auto.bg/obiava/67327300/bmw-530-sport-line-xdrive,BMW 530,41 000 лв.,Употребяван,Комби,април 2018 г.,BMW 530 Дизел,265 к.с,Автоматична,Сив,200000 км,,,,,,,,,,,,,,,
64939675,BMW X6 3.5d,"22 000 лв. - 11 248,42 €Не се начислява ДДС",https://www.auto.bg/obiava/64939675/bmw-x6-3-5d,BMW X6,22 000 лв.,Употребяван,Джип,август 2008 г.,BMW X6 Дизел,286 к.с,Автоматична,Тъмно сив,290000 км,,,,,,,,,,,,,,,
99616733,Peugeot 208 E208 GT  Electric,"30 000 лв. - 15 338,76 €Не се начислява ДДС",https://www.auto.bg/obiava/99616733/peugeot-208-e208-gt-electric,Peugeot 208,30 000 лв.,Употребяван,Хечбек,септември 2021 г.,Peugeot 208 Електрически,136 к.с,Автоматична,Син,102000 км,,,,,,,,,,,,,,,
51027590,Skoda Superb 2.0TDI/190HP/PREMIUM/MASSAGE/MEMO/MATRIX/CAM/425g,"44 899 лв. - 22 956,49 €Цената е с включено ДДС",https://www.auto.bg/obiava/51027590/skoda-superb-2-0tdi-190hp-premium-massage-memo-matrix-cam-425g,Skoda Superb,44 899 лв.,Употребяван,Комби,септември 2019 г.,Skoda Superb Дизел,190 к.с,Автоматична,Син,112809 км,,,,,,,,,,,,,,,
56674497,Audi A6 1.8T Quattro,"3 700 лв. - 1 891,78 €Не се начислява ДДС",https://www.auto.bg/obiava/56674497/audi-a6-1-8t-quattro,Audi A6,3 700 лв.,Употребяван,Седан,октомври 1996 г.,Audi A6 Бензин,180 к.с,Ръчна,Сив,345000 км,,,,,,,,,,,,,,,
78972969,Lexus IS 300 * AWD| SUNROOF| ALLOYS| LEATHER| BACKUPCAM| HEATED,"60 500 лв. - 30 933,16 €Цената е с включено ДДС",https://www.auto.bg/obiava/78972969/lexus-is-300-awd-sunroof-alloys-leather-backupcam-heated,Lexus IS 300,60 500 лв.,Употребяван,Седан,януари 2022 г.,Lexus IS 300 Бензин,260 к.с,Автоматична,,69080 км,,,,,,,,,,,,,,,
77343155,Mercedes-Benz R 320,"8 000 лв. - 4 090,34 €Не се начислява ДДС",https://www.auto.bg/obiava/77343155/mercedes-benz-r-320,Mercedes-Benz R 320,8 000 лв.,Употребяван,Ван,април 2006 г.,Mercedes-Benz R 320 Дизел,224 к.с,Автоматична,Сив,445575 км,,,,,,,,,,,,,,,
35956607,VW Passat 2.0TDI HIGHLINE,"31 800 лв. - 16 259,08 €Цената е с включено ДДС",https://www.auto.bg/obiava/35956607/vw-passat-2-0tdi-highline,VW Passat,26 500 лв.,Употребяван,Комби,август 2017 г.,VW Passat Дизел,150 к.с,Автоматична,Черен,257000 км,,,,,,,,,,,,,,,
32650258,Citroen Jumpy Maxi,"8 500 лв. - 4 345,98 €Не се начислява ДДС",https://www.auto.bg/obiava/32650258/citroen-jumpy-maxi,Citroen Jumpy,8 500 лв.,Употребяван,Пикап,юли 2011 г.,Citroen Jumpy Дизел,120 к.с,Ръчна,Бял,240000 км,,,,,,,,,,,,,,,
61139699,Suzuki Vitara LY,"13 599 лв. - 6 953,06 €Не се начислява ДДС",https://www.auto.bg/obiava/61139699/suzuki-vitara-ly,Suzuki Vitara,13 599 лв.,Употребяван,Джип,юни 2016 г.,Suzuki Vitara Дизел,120 к.с,Ръчна,Оранжев,225000 км,,,,,,,,,,,,,,,
90953728,Mercedes-Benz GLC 300 4MATIC* KEYLESS* LANE ASSIST* ПОДГРЕВ*,"37 100 лв. - 18 968,93 €Не се начислява ДДС",https://www.auto.bg/obiava/90953728/mercedes-benz-glc-300-4matic-keyless-lane-assist-podgrev,Mercedes-Benz GLC 300,37 100 лв.,Употребяван,Джип,ноември 2017 г.,Mercedes-Benz GLC 300 Бензин,241 к.с,Автоматична,,148000 км,,,,,,,,,,,,,,,
72502041,Lexus UX  LUXURY * APPLE/ANDROID*,"44 900 лв. - 22 957,01 €Цената е с включено ДДС",https://www.auto.bg/obiava/72502041/lexus-ux-luxury-apple-android,Lexus UX,44 900 лв.,Употребяван,Комби,януари 2021 г.,Lexus UX Бензин,143 к.с,Автоматична,,127601 км,,,,,,,,,,,,,,,
81206265,BMW 330,"10 900 лв. - 5 573,08 €Не се начислява ДДС",https://www.auto.bg/obiava/81206265/bmw-330,BMW 330,10 900 лв.,Употребяван,Седан,юли 2007 г.,BMW 330 Дизел,231 к.с,Автоматична,,290000 км,,,,,,,,,,,,,,,
35638431,Mercedes-Benz GLE 53 4MATIC * 4MATIC * CARFAX * БЕЗ ПЪРВОНАЧАЛНА ВНОСКА,"84 950 лв. - 43 434,25 €Цената е с включено ДДС",https://www.auto.bg/obiava/35638431/mercedes-benz-gle-53-4matic-4matic-carfax-bez-parvonachalna-vnoska,Mercedes-Benz GLE 53 4MATIC,84 950 лв.,Употребяван,Седан,януари 2022 г.,Mercedes-Benz GLE 53 4MATIC Бензин,362 к.с,Автоматична,,57572 км,,,,,,,,,,,,,,,
46899607,Mercedes-Benz GLE 53 4MATIC * 4MATIC * CARFAX * БЕЗ ПЪРВОНАЧАЛНА ВНОСКА,"58 950 лв. - 30 140,66 €Цената е с включено ДДС",https://www.auto.bg/obiava/46899607/mercedes-benz-gle-53-4matic-4matic-carfax-bez-parvonachalna-vnoska,Mercedes-Benz GLE 53 4MATIC,58 950 лв.,Употребяван,Джип,януари 2021 г.,Mercedes-Benz GLE 53 4MATIC Бензин,,Автоматична,,57594 км,,,,,,,,,,,,,,,
31806742,Fiat 500 TwinAir,"8 000 лв. - 4 090,34 €Не се начислява ДДС",https://www.auto.bg/obiava/31806742/fiat-500-twinair,Fiat 500,8 000 лв.,Употребяван,Купе,октомври 2011 г.,Fiat 500 Бензин,90 к.с,Ръчна,Лилав,170000 км,,,,,,,,,,,,,,,
63558242,Mitsubishi Outlander GT 3.0V6 224kc.S-AWC 4x4 FULL -7МЕСТА,"33 900 лв. - 17 332,79 €Не се начислява ДДС",https://www.auto.bg/obiava/63558242/mitsubishi-outlander-gt-3-0v6-224kc-s-awc-4x4-full-7mesta,Mitsubishi Outlander,33 900 лв.,Употребяван,Джип,април 2016 г.,Mitsubishi Outlander Бензин,224 к.с,Автоматична,Кафяв,144230 км,,,,,,,,,,,,,,,
89498252,Jeep Grand cherokee,"8 100 лв. - 4 141,46 €Не се начислява ДДС",https://www.auto.bg/obiava/89498252/jeep-grand-cherokee,Jeep Grand cherokee,8 100 лв.,Употребяван,Джип,юли 2004 г.,Jeep Grand cherokee Дизел,198 к.с,Автоматична,Черен,233000 км,,,,,,,,,,,,,,,
54371592,Audi A4 2.0TDI 140 S line,"7 399 лв. - 3 783,05 €Не се начислява ДДС",https://www.auto.bg/obiava/54371592/audi-a4-2-0tdi-140-s-line,Audi A4,7 399 лв.,Употребяван,Комби,юни 2007 г.,Audi A4 Дизел,140 к.с,Ръчна,Светло сив,300000 км,,,,,,,,,,,,,,,
10769373,Honda Accord,"3 000 лв. - 1 533,88 €Цената е с включено ДДС",https://www.auto.bg/obiava/10769373/honda-accord,Honda Accord,3 000 лв.,Употребяван,Седан,май 2005 г.,Honda Accord Бензин,155 к.с,Ръчна,Tъмно син,240000 км,,,,,,,,,,,,,,,
58298865,Opel Zafira,"5 500 лв. - 2 812,11 €Не се начислява ДДС",https://www.auto.bg/obiava/58298865/opel-zafira,Opel Zafira,5 500 лв.,Употребяван,Ван,септември 2008 г.,Opel Zafira Газ,140 к.с,Ръчна,Тъмно сив,225000 км,,,,,,,,,,,,,,,
35694245,Fiat Stilo,"2 000 лв. - 1 022,58 €Цената е с включено ДДС",https://www.auto.bg/obiava/35694245/fiat-stilo,Fiat Stilo,2 000 лв.,Употребяван,Хечбек,септември 2002 г.,Fiat Stilo Дизел,115 к.с,Ръчна,Tъмно син,10000 км,,,,,,,,,,,,,,,
99781803,Subaru XV 2.0 Автоматик,"23 400 лв. - 11 964,23 €Не се начислява ДДС",https://www.auto.bg/obiava/99781803/subaru-xv-2-0-avtomatik,Subaru XV,23 400 лв.,Употребяван,Хечбек,август 2018 г.,Subaru XV Бензин,150 к.с,Автоматична,Черен,114000 км,,,,,,,,,,,,,,,
30412874,Nissan Rogue 4x4,"24 200 лв. - 12 373,26 €Не се начислява ДДС",https://www.auto.bg/obiava/30412874/nissan-rogue-4x4,Nissan Rogue,24 200 лв.,Употребяван,Джип,август 2017 г.,Nissan Rogue Бензин,170 к.с,Автоматична,Черен,138437 км,,,,,,,,,,,,,,,
41586234,Mercedes-Benz GLE 400 V6 Biturbo Бартер,"55 900 лв. - 28 581,22 €Не се начислява ДДС",https://www.auto.bg/obiava/41586234/mercedes-benz-gle-400-v6-biturbo-barter,Mercedes-Benz GLE 400,55 900 лв.,Употребяван,Джип,юли 2018 г.,Mercedes-Benz GLE 400 Бензин,333 к.с,Автоматична,Бял,168000 км,,,,,,,,,,,,,,,
59967050,Lexus GX 470 4.7 V8 Бартер,"24 900 лв. - 12 731,17 €Не се начислява ДДС",https://www.auto.bg/obiava/59967050/lexus-gx-470-4-7-v8-barter,Lexus GX 470,24 900 лв.,Употребяван,Джип,август 2005 г.,Lexus GX 470 Бензин,240 к.с,Автоматична,Сив,190000 км,,,,,,,,,,,,,,,
28461915,Hyundai Santa fe 2.0 Турбо,"31 900 лв. - 16 310,21 €Не се начислява ДДС",https://www.auto.bg/obiava/28461915/hyundai-santa-fe-2-0-turbo,Hyundai Santa fe,31 900 лв.,Употребяван,Джип,август 2018 г.,Hyundai Santa fe Бензин,240 к.с,Автоматична,Сив,98000 км,,,,,,,,,,,,,,,
83012102,Kia Sorento 2.5,"2 500 лв. - 1 278,23 €Не се начислява ДДС",https://www.auto.bg/obiava/83012102/kia-sorento-2-5,Kia Sorento,2 500 лв.,Употребяван,Джип,май 2002 г.,Kia Sorento Дизел,140 к.с,Ръчна,Сив,310000 км,,,,,,,,,,,,,,,
53064773,Hyundai Kona 2.0 автоматик,"25 000 лв. - 12 782,30 €Не се начислява ДДС",https://www.auto.bg/obiava/53064773/hyundai-kona-2-0-avtomatik,Hyundai Kona,25 000 лв.,Употребяван,Хечбек,септември 2020 г.,Hyundai Kona Бензин,150 к.с,Автоматична,Черен,90000 км,,,,,,,,,,,,,,,
69455249,Hyundai Kona 2.0 автоматик,"23 100 лв. - 11 810,84 €Не се начислява ДДС",https://www.auto.bg/obiava/69455249/hyundai-kona-2-0-avtomatik,Hyundai Kona,23 100 лв.,Употребяван,Хечбек,септември 2018 г.,Hyundai Kona Бензин,150 к.с,Автоматична,Светло син,109000 км,,,,,,,,,,,,,,,
28991470,Ford Fiesta 1.25i,"5 700 EUR - 11 148,23 лв.Цената е с включено ДДС",https://www.auto.bg/obiava/28991470/ford-fiesta-1-25i,Ford Fiesta,5 700 EUR,Употребяван,Хечбек,юли 2016 г.,Ford Fiesta Бензин,60 к.с,Ръчна,Тъмно сив,123000 км,,,,,,,,,,,,,,,
23792525,BMW 540 XDrive Бартер,"57 500 лв. - 29 399,28 €Не се начислява ДДС",https://www.auto.bg/obiava/23792525/bmw-540-xdrive-barter,BMW 540,57 500 лв.,Употребяван,Седан,октомври 2018 г.,BMW 540 Дизел,320 к.с,Автоматична,Сребърен,205000 км,,,,,,,,,,,,,,,
56807664,BMW 535 Бартер,"30 100 лв. - 15 389,89 €Не се начислява ДДС",https://www.auto.bg/obiava/56807664/bmw-535-barter,BMW 535,30 100 лв.,Употребяван,Седан,май 2015 г.,BMW 535 Бензин,306 к.с,Автоматична,Тъмно син мет.,123456 км,,,,,,,,,,,,,,,
18519286,BMW 320 177,"1 234 лв. - 630,93 €Не се начислява ДДС",https://www.auto.bg/obiava/18519286/bmw-320-177,BMW 320,1 234 лв.,Употребяван,Комби,март 2007 г.,BMW 320 Дизел,177 к.с,Автоматична,,123456 км,,,,,,,,,,,,,,,
44846816,VW Golf 1.6i,"9 600 лв. - 4 908,40 €Цената е с включено ДДС",https://www.auto.bg/obiava/44846816/vw-golf-1-6i,VW Golf,9 600 лв.,Употребяван,Хечбек,юли 2011 г.,VW Golf Бензин,102 к.с,Ръчна,Сив,183000 км,,,,,,,,,,,,,,,
